Meadow,Site,Elevation,Species1,Species2,Schoener
a,6,981.9,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
a,6,981.9,Sedum album,ZDensityHymenopteraTOTAL,
a,6,981.9,Sedum sp# yellow,ZDensityHymenopteraTOTAL,
a,6,981.9,Senecio sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Silene dioica,ZDensityHymenopteraTOTAL,
a,6,981.9,Silene nutans,ZDensityHymenopteraTOTAL,
a,6,981.9,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
a,6,981.9,Solanum dulgamara,ZDensityHymenopteraTOTAL,
a,6,981.9,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
a,6,981.9,Stachys recta,ZDensityHymenopteraTOTAL,
a,6,981.9,Taraxacum sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Thesium sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
a,6,981.9,Trifolium badium,ZDensityHymenopteraTOTAL,
a,6,981.9,Trifolium campestre,ZDensityHymenopteraTOTAL,
a,6,981.9,Trolleis europaeus,ZDensityHymenopteraTOTAL,
a,6,981.9,Urtica dioica,ZDensityHymenopteraTOTAL,
a,6,981.9,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
a,6,981.9,Valeriana,ZDensityHymenopteraTOTAL,
a,6,981.9,Verbena officinalis,ZDensityHymenopteraTOTAL,
a,6,981.9,Veronica chamaedris,ZDensityHymenopteraTOTAL,
a,6,981.9,Veronica officinalis,ZDensityHymenopteraTOTAL,
a,6,981.9,Veronica sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Vicia cracca,ZDensityHymenopteraTOTAL,
a,6,981.9,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,
a,6,981.9,Viola sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Acinos alpinus,ZDensityHymenopteraTOTAL,
i,1,766.3,Aconitum anthora,ZDensityHymenopteraTOTAL,
i,1,766.3,Aconitum napellus,ZDensityHymenopteraTOTAL,
i,1,766.3,Aegopodium podagraria,ZDensityHymenopteraTOTAL,
i,1,766.3,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
i,1,766.3,Ajuga reptans,ZDensityHymenopteraTOTAL,
i,1,766.3,Alchemilla sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
i,1,766.3,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
i,1,766.3,Anthyllis vulneraria,ZDensityHymenopteraTOTAL,
i,1,766.3,Apiaceae sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Arenaria/Linum ym#,ZDensityHymenopteraTOTAL,
i,1,766.3,Arnica montana,ZDensityHymenopteraTOTAL,
i,1,766.3,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
i,1,766.3,Bellis perennis,ZDensityHymenopteraTOTAL,
i,1,766.3,Bistorta vivipara,ZDensityHymenopteraTOTAL,
i,1,766.3,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
i,1,766.3,Carduus defloratus,ZDensityHymenopteraTOTAL,
i,1,766.3,Carlina acaulis,ZDensityHymenopteraTOTAL,
i,1,766.3,Carlina vulgaris,ZDensityHymenopteraTOTAL,
i,1,766.3,Carum carvi,ZDensityHymenopteraTOTAL,
i,1,766.3,Centaurium sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
i,1,766.3,Chenopodium sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Cichorium intybus,ZDensityHymenopteraTOTAL,
i,1,766.3,Cirsium acaule,ZDensityHymenopteraTOTAL,
i,1,766.3,Coeglossum viride,ZDensityHymenopteraTOTAL,
i,1,766.3,Conyza sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Crepis sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Crepis sp# 2,ZDensityHymenopteraTOTAL,
i,1,766.3,Crepis/Hieracium,ZDensityHymenopteraTOTAL,
i,1,766.3,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
i,1,766.3,Dianthus sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Epilobium sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Euphrasia sp,ZDensityHymenopteraTOTAL,
i,1,766.3,Fragaria sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Gentiana sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Gentiana verna,ZDensityHymenopteraTOTAL,
i,1,766.3,Geranium pusillum,ZDensityHymenopteraTOTAL,
i,1,766.3,Geranium sylvaticum,ZDensityHymenopteraTOTAL,
i,1,766.3,Globularia cardiflora,ZDensityHymenopteraTOTAL,
i,1,766.3,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,
i,1,766.3,Hypericum sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Lamium album,ZDensityHymenopteraTOTAL,
i,1,766.3,Lathyrus sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
i,1,766.3,Malva neglecta,ZDensityHymenopteraTOTAL,
i,1,766.3,Medicago minima,ZDensityHymenopteraTOTAL,
i,1,766.3,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,
i,1,766.3,Mycelis muralis,ZDensityHymenopteraTOTAL,
i,1,766.3,Myosotes sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Neottia ovata,ZDensityHymenopteraTOTAL,
i,1,766.3,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
i,1,766.3,Ophrus insectifera,ZDensityHymenopteraTOTAL,
i,1,766.3,Orchis mascula,ZDensityHymenopteraTOTAL,
i,1,766.3,Parnassia palustris,ZDensityHymenopteraTOTAL,
i,1,766.3,Pastinaca sativa,ZDensityHymenopteraTOTAL,
i,1,766.3,Phyteuma orbiculare,ZDensityHymenopteraTOTAL,
i,1,766.3,Plantago major,ZDensityHymenopteraTOTAL,
i,1,766.3,Planthera bifolia,ZDensityHymenopteraTOTAL,
i,1,766.3,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
i,1,766.3,Polygala alpestris,ZDensityHymenopteraTOTAL,
i,1,766.3,Polygala vulgaris,ZDensityHymenopteraTOTAL,
i,1,766.3,Polygonum aviculare,ZDensityHymenopteraTOTAL,
i,1,766.3,Primula veris,ZDensityHymenopteraTOTAL,
i,1,766.3,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Reseda lutea,ZDensityHymenopteraTOTAL,
i,1,766.3,Rhinanthus minor,ZDensityHymenopteraTOTAL,
i,1,766.3,Rumex sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Sambucus sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Sedum album,ZDensityHymenopteraTOTAL,
i,1,766.3,Sedum sp# yellow,ZDensityHymenopteraTOTAL,
i,1,766.3,Senecio sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Silene dioica,ZDensityHymenopteraTOTAL,
i,1,766.3,Silene nutans,ZDensityHymenopteraTOTAL,
i,1,766.3,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
i,1,766.3,Solanum dulgamara,ZDensityHymenopteraTOTAL,
i,1,766.3,Solidago virgaurea,ZDensityHymenopteraTOTAL,
i,1,766.3,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
i,1,766.3,Stachys recta,ZDensityHymenopteraTOTAL,
i,1,766.3,Taraxacum sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Thesium sp#,ZDensityHymenopteraTOTAL,
i,1,766.3,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
i,1,766.3,Trifolium badium,ZDensityHymenopteraTOTAL,
i,1,766.3,Trifolium campestre,ZDensityHymenopteraTOTAL,
i,1,766.3,Trifolium repens,ZDensityHymenopteraTOTAL,
i,1,766.3,Trolleis europaeus,ZDensityHymenopteraTOTAL,
i,1,766.3,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
i,1,766.3,Valeriana,ZDensityHymenopteraTOTAL,
i,1,766.3,Verbena officinalis,ZDensityHymenopteraTOTAL,
i,1,766.3,Veronica officinalis,ZDensityHymenopteraTOTAL,
i,1,766.3,Veronica sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Acinos alpinus,ZDensityHymenopteraTOTAL,
i,2,737.4,Aconitum anthora,ZDensityHymenopteraTOTAL,
i,2,737.4,Aconitum napellus,ZDensityHymenopteraTOTAL,
i,2,737.4,Aegopodium podagraria,ZDensityHymenopteraTOTAL,
i,2,737.4,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
i,2,737.4,Ajuga reptans,ZDensityHymenopteraTOTAL,
i,2,737.4,Alchemilla sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Allium carinatum,ZDensityHymenopteraTOTAL,
i,2,737.4,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
i,2,737.4,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
i,2,737.4,Apiaceae sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Arnica montana,ZDensityHymenopteraTOTAL,
i,2,737.4,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
i,2,737.4,Atroba belladonna,ZDensityHymenopteraTOTAL,
i,2,737.4,Bellis perennis,ZDensityHymenopteraTOTAL,
i,2,737.4,Bistorta vivipara,ZDensityHymenopteraTOTAL,
i,2,737.4,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
i,2,737.4,Carduus defloratus,ZDensityHymenopteraTOTAL,
i,2,737.4,Carduus nutans,ZDensityHymenopteraTOTAL,
i,2,737.4,Centaurium sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
i,2,737.4,Cirsium arvense,ZDensityHymenopteraTOTAL,
i,2,737.4,Clinopodium vulgare,ZDensityHymenopteraTOTAL,
i,2,737.4,Coeglossum viride,ZDensityHymenopteraTOTAL,
i,2,737.4,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
i,2,737.4,Conyza sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Crepis sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Crepis sp# 2,ZDensityHymenopteraTOTAL,
i,2,737.4,Crepis/Hieracium,ZDensityHymenopteraTOTAL,
i,2,737.4,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
i,2,737.4,Epilobium sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Euphorbia cyparissias,ZDensityHymenopteraTOTAL,
i,2,737.4,Fragaria sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Gentiana sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Geranium pusillum,ZDensityHymenopteraTOTAL,
i,2,737.4,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
i,2,737.4,Geranium sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Geranium sylvaticum,ZDensityHymenopteraTOTAL,
i,2,737.4,Globularia cardiflora,ZDensityHymenopteraTOTAL,
i,2,737.4,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,
i,2,737.4,Hypericum sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Lamium album,ZDensityHymenopteraTOTAL,
i,2,737.4,Lathyrus pratensis,ZDensityHymenopteraTOTAL,
i,2,737.4,Lathyrus sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
i,2,737.4,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
i,2,737.4,Malva neglecta,ZDensityHymenopteraTOTAL,
i,2,737.4,Medicago lupulina,ZDensityHymenopteraTOTAL,
i,2,737.4,Medicago minima,ZDensityHymenopteraTOTAL,
i,2,737.4,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,
i,2,737.4,Mycelis muralis,ZDensityHymenopteraTOTAL,
i,2,737.4,Myosotes sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Neottia ovata,ZDensityHymenopteraTOTAL,
i,2,737.4,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
i,2,737.4,Ophrus apifera,ZDensityHymenopteraTOTAL,
i,2,737.4,Ophrus insectifera,ZDensityHymenopteraTOTAL,
i,2,737.4,Orchis mascula,ZDensityHymenopteraTOTAL,
i,2,737.4,Origanum vulgare,ZDensityHymenopteraTOTAL,
i,2,737.4,Pastinaca sativa,ZDensityHymenopteraTOTAL,
i,2,737.4,Phyteuma orbiculare,ZDensityHymenopteraTOTAL,
i,2,737.4,Plantago major,ZDensityHymenopteraTOTAL,
i,2,737.4,Planthera bifolia,ZDensityHymenopteraTOTAL,
i,2,737.4,Polygala alpestris,ZDensityHymenopteraTOTAL,
i,2,737.4,Polygala vulgaris,ZDensityHymenopteraTOTAL,
i,2,737.4,Polygonum aviculare,ZDensityHymenopteraTOTAL,
i,2,737.4,Primula veris,ZDensityHymenopteraTOTAL,
i,2,737.4,Reseda lutea,ZDensityHymenopteraTOTAL,
i,2,737.4,Rhinanthus minor,ZDensityHymenopteraTOTAL,
i,2,737.4,Rosa sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Rubus sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Rumex sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Sambucus sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
i,2,737.4,Senecio sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Silene dioica,ZDensityHymenopteraTOTAL,
i,2,737.4,Silene nutans,ZDensityHymenopteraTOTAL,
i,2,737.4,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
i,2,737.4,Solanum dulgamara,ZDensityHymenopteraTOTAL,
i,2,737.4,Solidago virgaurea,ZDensityHymenopteraTOTAL,
i,2,737.4,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
i,2,737.4,Stachys recta,ZDensityHymenopteraTOTAL,
i,2,737.4,Thesium sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
i,2,737.4,Trifolium badium,ZDensityHymenopteraTOTAL,
i,2,737.4,Trifolium campestre,ZDensityHymenopteraTOTAL,
i,2,737.4,Trifolium repens,ZDensityHymenopteraTOTAL,
i,2,737.4,Trolleis europaeus,ZDensityHymenopteraTOTAL,
i,2,737.4,Urtica dioica,ZDensityHymenopteraTOTAL,
i,2,737.4,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
i,2,737.4,Valeriana,ZDensityHymenopteraTOTAL,
i,2,737.4,Verbena officinalis,ZDensityHymenopteraTOTAL,
i,2,737.4,Veronica chamaedris,ZDensityHymenopteraTOTAL,
i,2,737.4,Veronica officinalis,ZDensityHymenopteraTOTAL,
i,2,737.4,Veronica sp#,ZDensityHymenopteraTOTAL,
i,2,737.4,Veronica teucrium,ZDensityHymenopteraTOTAL,
i,2,737.4,Vicia cracca,ZDensityHymenopteraTOTAL,
i,2,737.4,Vicia sepium,ZDensityHymenopteraTOTAL,
i,2,737.4,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,
i,2,737.4,Viola sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Acinos alpinus,ZDensityHymenopteraTOTAL,
i,3,711.5,Aconitum anthora,ZDensityHymenopteraTOTAL,
i,3,711.5,Aconitum napellus,ZDensityHymenopteraTOTAL,
i,3,711.5,Aegopodium podagraria,ZDensityHymenopteraTOTAL,
i,3,711.5,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
i,3,711.5,Ajuga reptans,ZDensityHymenopteraTOTAL,
i,3,711.5,Alchemilla sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Allium carinatum,ZDensityHymenopteraTOTAL,
i,3,711.5,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
i,3,711.5,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
i,3,711.5,Anthericum ramosum,ZDensityHymenopteraTOTAL,
i,3,711.5,Apiaceae sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Arnica montana,ZDensityHymenopteraTOTAL,
i,3,711.5,Aster amellus,ZDensityHymenopteraTOTAL,
i,3,711.5,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
i,3,711.5,Atroba belladonna,ZDensityHymenopteraTOTAL,
i,3,711.5,Bistorta vivipara,ZDensityHymenopteraTOTAL,
i,3,711.5,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,
i,3,711.5,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
i,3,711.5,Carduus defloratus,ZDensityHymenopteraTOTAL,
i,3,711.5,Carduus nutans,ZDensityHymenopteraTOTAL,
i,3,711.5,Carlina acaulis,ZDensityHymenopteraTOTAL,
i,3,711.5,Carlina vulgaris,ZDensityHymenopteraTOTAL,
i,3,711.5,Centaurium sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
i,3,711.5,Cirsium acaule,ZDensityHymenopteraTOTAL,
i,3,711.5,Cirsium arvense,ZDensityHymenopteraTOTAL,
i,3,711.5,Coeglossum viride,ZDensityHymenopteraTOTAL,
i,3,711.5,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
i,3,711.5,Conyza sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Crepis sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Crepis sp# 2,ZDensityHymenopteraTOTAL,
i,3,711.5,Dianthus sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Epilobium sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Euphorbia cyparissias,ZDensityHymenopteraTOTAL,
i,3,711.5,Fragaria sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Gentiana sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Gentiana verna,ZDensityHymenopteraTOTAL,
i,3,711.5,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
i,3,711.5,Geranium sylvaticum,ZDensityHymenopteraTOTAL,
i,3,711.5,Globularia cardiflora,ZDensityHymenopteraTOTAL,
i,3,711.5,Globularia nudicaulis,ZDensityHymenopteraTOTAL,
i,3,711.5,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,
i,3,711.5,Hippocrepis comosa,ZDensityHymenopteraTOTAL,
i,3,711.5,Lamium album,ZDensityHymenopteraTOTAL,
i,3,711.5,Lathyrus sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
i,3,711.5,Lotus maritimus,ZDensityHymenopteraTOTAL,
i,3,711.5,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
i,3,711.5,Malva neglecta,ZDensityHymenopteraTOTAL,
i,3,711.5,Medicago minima,ZDensityHymenopteraTOTAL,
i,3,711.5,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,
i,3,711.5,Mycelis muralis,ZDensityHymenopteraTOTAL,
i,3,711.5,Myosotes sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Neottia ovata,ZDensityHymenopteraTOTAL,
i,3,711.5,Odontites luteus,ZDensityHymenopteraTOTAL,
i,3,711.5,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
i,3,711.5,Ophrus apifera,ZDensityHymenopteraTOTAL,
i,3,711.5,Ophrus insectifera,ZDensityHymenopteraTOTAL,
i,3,711.5,Orchis mascula,ZDensityHymenopteraTOTAL,
i,3,711.5,Orchis ustulata,ZDensityHymenopteraTOTAL,
i,3,711.5,Origanum vulgare,ZDensityHymenopteraTOTAL,
i,3,711.5,Parnassia palustris,ZDensityHymenopteraTOTAL,
i,3,711.5,Phyteuma orbiculare,ZDensityHymenopteraTOTAL,
i,3,711.5,Plantago major,ZDensityHymenopteraTOTAL,
i,3,711.5,Planthera bifolia,ZDensityHymenopteraTOTAL,
i,3,711.5,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
i,3,711.5,Polygala alpestris,ZDensityHymenopteraTOTAL,
i,3,711.5,Polygala comosa,ZDensityHymenopteraTOTAL,
i,3,711.5,Polygala vulgaris,ZDensityHymenopteraTOTAL,
i,3,711.5,Polygonum aviculare,ZDensityHymenopteraTOTAL,
i,3,711.5,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Reseda lutea,ZDensityHymenopteraTOTAL,
i,3,711.5,Rhinanthus minor,ZDensityHymenopteraTOTAL,
i,3,711.5,Rubus sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Rumex sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Sambucus sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Sanguisorba minor,ZDensityHymenopteraTOTAL,
i,3,711.5,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
i,3,711.5,Sedum sp# yellow,ZDensityHymenopteraTOTAL,
i,3,711.5,Senecio sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Silene dioica,ZDensityHymenopteraTOTAL,
i,3,711.5,Silene nutans,ZDensityHymenopteraTOTAL,
i,3,711.5,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
i,3,711.5,Solanum dulgamara,ZDensityHymenopteraTOTAL,
i,3,711.5,Solidago virgaurea,ZDensityHymenopteraTOTAL,
i,3,711.5,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
i,3,711.5,Teucrium chamaedris,ZDensityHymenopteraTOTAL,
i,3,711.5,Teurium montanum,ZDensityHymenopteraTOTAL,
i,3,711.5,Thesium sp#,ZDensityHymenopteraTOTAL,
i,3,711.5,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
i,3,711.5,Trifolium badium,ZDensityHymenopteraTOTAL,
i,3,711.5,Trolleis europaeus,ZDensityHymenopteraTOTAL,
i,3,711.5,Urtica dioica,ZDensityHymenopteraTOTAL,
i,3,711.5,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
i,3,711.5,Valeriana,ZDensityHymenopteraTOTAL,
i,3,711.5,Veronica officinalis,ZDensityHymenopteraTOTAL,
i,3,711.5,Veronica teucrium,ZDensityHymenopteraTOTAL,
i,3,711.5,Vicia sepium,ZDensityHymenopteraTOTAL,
i,3,711.5,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,
i,3,711.5,Viola sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Acinos alpinus,ZDensityHymenopteraTOTAL,
i,4,702.4,Aconitum anthora,ZDensityHymenopteraTOTAL,
i,4,702.4,Aconitum napellus,ZDensityHymenopteraTOTAL,
i,4,702.4,Aegopodium podagraria,ZDensityHymenopteraTOTAL,
i,4,702.4,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
i,4,702.4,Ajuga reptans,ZDensityHymenopteraTOTAL,
i,4,702.4,Alchemilla sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Allium carinatum,ZDensityHymenopteraTOTAL,
i,4,702.4,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
i,4,702.4,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
i,4,702.4,Anthericum ramosum,ZDensityHymenopteraTOTAL,
i,4,702.4,Apiaceae sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Arnica montana,ZDensityHymenopteraTOTAL,
i,4,702.4,Aster amellus,ZDensityHymenopteraTOTAL,
i,4,702.4,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
i,4,702.4,Atroba belladonna,ZDensityHymenopteraTOTAL,
i,4,702.4,Bistorta vivipara,ZDensityHymenopteraTOTAL,
i,4,702.4,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,
i,4,702.4,Carduus defloratus,ZDensityHymenopteraTOTAL,
i,4,702.4,Carlina acaulis,ZDensityHymenopteraTOTAL,
i,4,702.4,Carlina vulgaris,ZDensityHymenopteraTOTAL,
i,4,702.4,Centaurium sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
i,4,702.4,Cirsium acaule,ZDensityHymenopteraTOTAL,
i,4,702.4,Cirsium arvense,ZDensityHymenopteraTOTAL,
i,4,702.4,Coeglossum viride,ZDensityHymenopteraTOTAL,
i,4,702.4,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
i,4,702.4,Conyza sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Crepis sp# 2,ZDensityHymenopteraTOTAL,
i,4,702.4,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
i,4,702.4,Epilobium sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Euphorbia cyparissias,ZDensityHymenopteraTOTAL,
i,4,702.4,Euphrasia sp,ZDensityHymenopteraTOTAL,
i,4,702.4,Fragaria sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Galium sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Gentiana sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Gentiana verna,ZDensityHymenopteraTOTAL,
i,4,702.4,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
i,4,702.4,Geranium sylvaticum,ZDensityHymenopteraTOTAL,
i,4,702.4,Globularia cardiflora,ZDensityHymenopteraTOTAL,
i,4,702.4,Globularia nudicaulis,ZDensityHymenopteraTOTAL,
i,4,702.4,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,
i,4,702.4,Hippocrepis comosa,ZDensityHymenopteraTOTAL,
i,4,702.4,Lamium album,ZDensityHymenopteraTOTAL,
i,4,702.4,Lathyrus sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
i,4,702.4,Lotus maritimus,ZDensityHymenopteraTOTAL,
i,4,702.4,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
i,4,702.4,Medicago minima,ZDensityHymenopteraTOTAL,
i,4,702.4,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,
i,4,702.4,Mycelis muralis,ZDensityHymenopteraTOTAL,
i,4,702.4,Myosotes sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Neottia ovata,ZDensityHymenopteraTOTAL,
i,4,702.4,Ophrus apifera,ZDensityHymenopteraTOTAL,
i,4,702.4,Ophrus insectifera,ZDensityHymenopteraTOTAL,
i,4,702.4,Orchis mascula,ZDensityHymenopteraTOTAL,
i,4,702.4,Orchis ustulata,ZDensityHymenopteraTOTAL,
i,4,702.4,Origanum vulgare,ZDensityHymenopteraTOTAL,
i,4,702.4,Parnassia palustris,ZDensityHymenopteraTOTAL,
i,4,702.4,Pastinaca sativa,ZDensityHymenopteraTOTAL,
i,4,702.4,Phyteuma orbiculare,ZDensityHymenopteraTOTAL,
i,4,702.4,Plantago major,ZDensityHymenopteraTOTAL,
i,4,702.4,Planthera bifolia,ZDensityHymenopteraTOTAL,
i,4,702.4,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
i,4,702.4,Polygala alpestris,ZDensityHymenopteraTOTAL,
i,4,702.4,Polygala comosa,ZDensityHymenopteraTOTAL,
i,4,702.4,Polygala vulgaris,ZDensityHymenopteraTOTAL,
i,4,702.4,Primula veris,ZDensityHymenopteraTOTAL,
i,4,702.4,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Reseda lutea,ZDensityHymenopteraTOTAL,
i,4,702.4,Rhinanthus minor,ZDensityHymenopteraTOTAL,
i,4,702.4,Rosa sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Rubus sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Rumex sp#,ZDensityHymenopteraTOTAL,
i,4,702.4,Sambucus sp#,ZDensityHymenopteraTOTAL,
