Meadow,Site,Elevation,Species1,Species2,Schoener
a,2,984.9,Orchis mascula,ZDensityHymenopteraTOTAL,
a,2,984.9,Origanum vulgare,ZDensityHymenopteraTOTAL,
a,2,984.9,Pastinaca sativa,ZDensityHymenopteraTOTAL,
a,2,984.9,Phyteuma orbiculare,ZDensityHymenopteraTOTAL,
a,2,984.9,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
a,2,984.9,Polygala alpestris,ZDensityHymenopteraTOTAL,
a,2,984.9,Polygonum aviculare,ZDensityHymenopteraTOTAL,
a,2,984.9,Potentilla sp#,ZDensityHymenopteraTOTAL,
a,2,984.9,Primula veris,ZDensityHymenopteraTOTAL,
a,2,984.9,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
a,2,984.9,Reseda lutea,ZDensityHymenopteraTOTAL,
a,2,984.9,Rhinanthus minor,ZDensityHymenopteraTOTAL,
a,2,984.9,Rumex sp#,ZDensityHymenopteraTOTAL,
a,2,984.9,Sambucus sp#,ZDensityHymenopteraTOTAL,
a,2,984.9,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
a,2,984.9,Sedum album,ZDensityHymenopteraTOTAL,
a,2,984.9,Sedum sp# yellow,ZDensityHymenopteraTOTAL,
a,2,984.9,Senecio sp#,ZDensityHymenopteraTOTAL,
a,2,984.9,Silene dioica,ZDensityHymenopteraTOTAL,
a,2,984.9,Silene nutans,ZDensityHymenopteraTOTAL,
a,2,984.9,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
a,2,984.9,Solanum dulgamara,ZDensityHymenopteraTOTAL,
a,2,984.9,Solidago virgaurea,ZDensityHymenopteraTOTAL,
a,2,984.9,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
a,2,984.9,Stachys officinalis,ZDensityHymenopteraTOTAL,
a,2,984.9,Stachys recta,ZDensityHymenopteraTOTAL,
a,2,984.9,Taraxacum sp#,ZDensityHymenopteraTOTAL,
a,2,984.9,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
a,2,984.9,Trifolium badium,ZDensityHymenopteraTOTAL,
a,2,984.9,Trifolium campestre,ZDensityHymenopteraTOTAL,
a,2,984.9,Trolleis europaeus,ZDensityHymenopteraTOTAL,
a,2,984.9,Urtica dioica,ZDensityHymenopteraTOTAL,
a,2,984.9,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
a,2,984.9,Valeriana,ZDensityHymenopteraTOTAL,
a,2,984.9,Verbena officinalis,ZDensityHymenopteraTOTAL,
a,2,984.9,Veronica chamaedris,ZDensityHymenopteraTOTAL,
a,2,984.9,Veronica officinalis,ZDensityHymenopteraTOTAL,
a,2,984.9,Veronica sp#,ZDensityHymenopteraTOTAL,
a,2,984.9,Veronica spicata,ZDensityHymenopteraTOTAL,
a,2,984.9,Veronica teucrium,ZDensityHymenopteraTOTAL,
a,2,984.9,Vicia cracca,ZDensityHymenopteraTOTAL,
a,2,984.9,Vicia sepium,ZDensityHymenopteraTOTAL,
a,2,984.9,Viola sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Aconitum anthora,ZDensityHymenopteraTOTAL,
a,3,949.8,Aconitum napellus,ZDensityHymenopteraTOTAL,
a,3,949.8,Aegopodium podagraria,ZDensityHymenopteraTOTAL,
a,3,949.8,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
a,3,949.8,Ajuga reptans,ZDensityHymenopteraTOTAL,
a,3,949.8,Alchemilla sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Allium carinatum,ZDensityHymenopteraTOTAL,
a,3,949.8,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
a,3,949.8,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
a,3,949.8,Anthyllis vulneraria,ZDensityHymenopteraTOTAL,
a,3,949.8,Arnica montana,ZDensityHymenopteraTOTAL,
a,3,949.8,Aster amellus,ZDensityHymenopteraTOTAL,
a,3,949.8,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
a,3,949.8,Atroba belladonna,ZDensityHymenopteraTOTAL,
a,3,949.8,Bellis perennis,ZDensityHymenopteraTOTAL,
a,3,949.8,Bistorta vivipara,ZDensityHymenopteraTOTAL,
a,3,949.8,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
a,3,949.8,Carduus defloratus,ZDensityHymenopteraTOTAL,
a,3,949.8,Carduus nutans,ZDensityHymenopteraTOTAL,
a,3,949.8,Carlina vulgaris,ZDensityHymenopteraTOTAL,
a,3,949.8,Centaurium sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
a,3,949.8,Chenopodium sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Cichorium intybus,ZDensityHymenopteraTOTAL,
a,3,949.8,Cirsium arvense,ZDensityHymenopteraTOTAL,
a,3,949.8,Coeglossum viride,ZDensityHymenopteraTOTAL,
a,3,949.8,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
a,3,949.8,Conyza sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Crepis sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Crepis sp# 2,ZDensityHymenopteraTOTAL,
a,3,949.8,Crepis/Hieracium,ZDensityHymenopteraTOTAL,
a,3,949.8,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
a,3,949.8,Dianthus sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Epilobium sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Euphorbia cyparissias,ZDensityHymenopteraTOTAL,
a,3,949.8,Fragaria sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Gentiana sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Gentiana verna,ZDensityHymenopteraTOTAL,
a,3,949.8,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
a,3,949.8,Geranium sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Geranium sylvaticum,ZDensityHymenopteraTOTAL,
a,3,949.8,Globularia cardiflora,ZDensityHymenopteraTOTAL,
a,3,949.8,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,
a,3,949.8,Lamium album,ZDensityHymenopteraTOTAL,
a,3,949.8,Lathyrus sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
a,3,949.8,Malva neglecta,ZDensityHymenopteraTOTAL,
a,3,949.8,Medicago minima,ZDensityHymenopteraTOTAL,
a,3,949.8,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,
a,3,949.8,Mycelis muralis,ZDensityHymenopteraTOTAL,
a,3,949.8,Myosotes sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Neottia ovata,ZDensityHymenopteraTOTAL,
a,3,949.8,Odontites luteus,ZDensityHymenopteraTOTAL,
a,3,949.8,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
a,3,949.8,Ophrus apifera,ZDensityHymenopteraTOTAL,
a,3,949.8,Ophrus insectifera,ZDensityHymenopteraTOTAL,
a,3,949.8,Orchis mascula,ZDensityHymenopteraTOTAL,
a,3,949.8,Origanum vulgare,ZDensityHymenopteraTOTAL,
a,3,949.8,Parnassia palustris,ZDensityHymenopteraTOTAL,
a,3,949.8,Pastinaca sativa,ZDensityHymenopteraTOTAL,
a,3,949.8,Phyteuma orbiculare,ZDensityHymenopteraTOTAL,
a,3,949.8,Plantago major,ZDensityHymenopteraTOTAL,
a,3,949.8,Planthera bifolia,ZDensityHymenopteraTOTAL,
a,3,949.8,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
a,3,949.8,Polygala alpestris,ZDensityHymenopteraTOTAL,
a,3,949.8,Polygala comosa,ZDensityHymenopteraTOTAL,
a,3,949.8,Polygala vulgaris,ZDensityHymenopteraTOTAL,
a,3,949.8,Primula veris,ZDensityHymenopteraTOTAL,
a,3,949.8,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Reseda lutea,ZDensityHymenopteraTOTAL,
a,3,949.8,Rhinanthus minor,ZDensityHymenopteraTOTAL,
a,3,949.8,Rumex sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Sambucus sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Sanguisorba minor,ZDensityHymenopteraTOTAL,
a,3,949.8,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
a,3,949.8,Senecio sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Silene dioica,ZDensityHymenopteraTOTAL,
a,3,949.8,Silene nutans,ZDensityHymenopteraTOTAL,
a,3,949.8,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
a,3,949.8,Solidago virgaurea,ZDensityHymenopteraTOTAL,
a,3,949.8,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
a,3,949.8,Stachys recta,ZDensityHymenopteraTOTAL,
a,3,949.8,Thesium sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
a,3,949.8,Trifolium badium,ZDensityHymenopteraTOTAL,
a,3,949.8,Trifolium campestre,ZDensityHymenopteraTOTAL,
a,3,949.8,Trolleis europaeus,ZDensityHymenopteraTOTAL,
a,3,949.8,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
a,3,949.8,Valeriana,ZDensityHymenopteraTOTAL,
a,3,949.8,Verbena officinalis,ZDensityHymenopteraTOTAL,
a,3,949.8,Veronica chamaedris,ZDensityHymenopteraTOTAL,
a,3,949.8,Veronica officinalis,ZDensityHymenopteraTOTAL,
a,3,949.8,Veronica sp#,ZDensityHymenopteraTOTAL,
a,3,949.8,Vicia sepium,ZDensityHymenopteraTOTAL,
a,3,949.8,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,
a,3,949.8,Viola sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Acinos alpinus,ZDensityHymenopteraTOTAL,
a,4,1002.8,Aconitum anthora,ZDensityHymenopteraTOTAL,
a,4,1002.8,Aconitum napellus,ZDensityHymenopteraTOTAL,
a,4,1002.8,Aegopodium podagraria,ZDensityHymenopteraTOTAL,
a,4,1002.8,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
a,4,1002.8,Ajuga reptans,ZDensityHymenopteraTOTAL,
a,4,1002.8,Alchemilla sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
a,4,1002.8,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
a,4,1002.8,Anthericum ramosum,ZDensityHymenopteraTOTAL,
a,4,1002.8,Apiaceae sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Arnica montana,ZDensityHymenopteraTOTAL,
a,4,1002.8,Aster amellus,ZDensityHymenopteraTOTAL,
a,4,1002.8,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
a,4,1002.8,Atroba belladonna,ZDensityHymenopteraTOTAL,
a,4,1002.8,Bistorta vivipara,ZDensityHymenopteraTOTAL,
a,4,1002.8,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,
a,4,1002.8,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
a,4,1002.8,Carduus defloratus,ZDensityHymenopteraTOTAL,
a,4,1002.8,Carlina vulgaris,ZDensityHymenopteraTOTAL,
a,4,1002.8,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
a,4,1002.8,Chenopodium sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Cichorium intybus,ZDensityHymenopteraTOTAL,
a,4,1002.8,Coeglossum viride,ZDensityHymenopteraTOTAL,
a,4,1002.8,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
a,4,1002.8,Conyza sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Crepis sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Crepis sp# 2,ZDensityHymenopteraTOTAL,
a,4,1002.8,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
a,4,1002.8,Dianthus sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Echium vulgare,ZDensityHymenopteraTOTAL,
a,4,1002.8,Epilobium sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Euphorbia cyparissias,ZDensityHymenopteraTOTAL,
a,4,1002.8,Fragaria sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Gentiana sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
a,4,1002.8,Geranium sylvaticum,ZDensityHymenopteraTOTAL,
a,4,1002.8,Globularia cardiflora,ZDensityHymenopteraTOTAL,
a,4,1002.8,Globularia nudicaulis,ZDensityHymenopteraTOTAL,
a,4,1002.8,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,
a,4,1002.8,Hippocrepis comosa,ZDensityHymenopteraTOTAL,
a,4,1002.8,Lamium album,ZDensityHymenopteraTOTAL,
a,4,1002.8,Lathyrus sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
a,4,1002.8,Lotus maritimus,ZDensityHymenopteraTOTAL,
a,4,1002.8,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
a,4,1002.8,Malva neglecta,ZDensityHymenopteraTOTAL,
a,4,1002.8,Medicago minima,ZDensityHymenopteraTOTAL,
a,4,1002.8,Mycelis muralis,ZDensityHymenopteraTOTAL,
a,4,1002.8,Myosotes sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Neottia ovata,ZDensityHymenopteraTOTAL,
a,4,1002.8,Odontites luteus,ZDensityHymenopteraTOTAL,
a,4,1002.8,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
a,4,1002.8,Ophrus apifera,ZDensityHymenopteraTOTAL,
a,4,1002.8,Ophrus insectifera,ZDensityHymenopteraTOTAL,
a,4,1002.8,Orchis mascula,ZDensityHymenopteraTOTAL,
a,4,1002.8,Origanum vulgare,ZDensityHymenopteraTOTAL,
a,4,1002.8,Pastinaca sativa,ZDensityHymenopteraTOTAL,
a,4,1002.8,Phyteuma orbiculare,ZDensityHymenopteraTOTAL,
a,4,1002.8,Plantago major,ZDensityHymenopteraTOTAL,
a,4,1002.8,Planthera bifolia,ZDensityHymenopteraTOTAL,
a,4,1002.8,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
a,4,1002.8,Polygala alpestris,ZDensityHymenopteraTOTAL,
a,4,1002.8,Primula veris,ZDensityHymenopteraTOTAL,
a,4,1002.8,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Reseda lutea,ZDensityHymenopteraTOTAL,
a,4,1002.8,Rumex sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Sambucus sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Sanguisorba minor,ZDensityHymenopteraTOTAL,
a,4,1002.8,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
a,4,1002.8,Senecio sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Silene dioica,ZDensityHymenopteraTOTAL,
a,4,1002.8,Silene nutans,ZDensityHymenopteraTOTAL,
a,4,1002.8,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
a,4,1002.8,Solanum dulgamara,ZDensityHymenopteraTOTAL,
a,4,1002.8,Solidago virgaurea,ZDensityHymenopteraTOTAL,
a,4,1002.8,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
a,4,1002.8,Stachys recta,ZDensityHymenopteraTOTAL,
a,4,1002.8,Taraxacum sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Teurium montanum,ZDensityHymenopteraTOTAL,
a,4,1002.8,Thesium sp#,ZDensityHymenopteraTOTAL,
a,4,1002.8,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
a,4,1002.8,Trifolium badium,ZDensityHymenopteraTOTAL,
a,4,1002.8,Trifolium campestre,ZDensityHymenopteraTOTAL,
a,4,1002.8,Trolleis europaeus,ZDensityHymenopteraTOTAL,
a,4,1002.8,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
a,4,1002.8,Valeriana,ZDensityHymenopteraTOTAL,
a,4,1002.8,Verbena officinalis,ZDensityHymenopteraTOTAL,
a,4,1002.8,Veronica officinalis,ZDensityHymenopteraTOTAL,
a,4,1002.8,Vicia sepium,ZDensityHymenopteraTOTAL,
a,4,1002.8,Viola sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Aconitum anthora,ZDensityHymenopteraTOTAL,
a,5,1001,Aconitum napellus,ZDensityHymenopteraTOTAL,
a,5,1001,Aegopodium podagraria,ZDensityHymenopteraTOTAL,
a,5,1001,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
a,5,1001,Ajuga reptans,ZDensityHymenopteraTOTAL,
a,5,1001,Alchemilla sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Allium carinatum,ZDensityHymenopteraTOTAL,
a,5,1001,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
a,5,1001,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
a,5,1001,Anthericum ramosum,ZDensityHymenopteraTOTAL,
a,5,1001,Arnica montana,ZDensityHymenopteraTOTAL,
a,5,1001,Aster amellus,ZDensityHymenopteraTOTAL,
a,5,1001,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
a,5,1001,Bistorta vivipara,ZDensityHymenopteraTOTAL,
a,5,1001,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,
a,5,1001,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
a,5,1001,Carduus defloratus,ZDensityHymenopteraTOTAL,
a,5,1001,Carlina vulgaris,ZDensityHymenopteraTOTAL,
a,5,1001,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
a,5,1001,Chenopodium sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Cichorium intybus,ZDensityHymenopteraTOTAL,
a,5,1001,Cirsium arvense,ZDensityHymenopteraTOTAL,
a,5,1001,Coeglossum viride,ZDensityHymenopteraTOTAL,
a,5,1001,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
a,5,1001,Conyza sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Crepis sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Crepis sp# 2,ZDensityHymenopteraTOTAL,
a,5,1001,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
a,5,1001,Dianthus sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Epilobium sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Fragaria sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Gentiana sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Geranium pusillum,ZDensityHymenopteraTOTAL,
a,5,1001,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
a,5,1001,Geranium sylvaticum,ZDensityHymenopteraTOTAL,
a,5,1001,Globularia cardiflora,ZDensityHymenopteraTOTAL,
a,5,1001,Globularia nudicaulis,ZDensityHymenopteraTOTAL,
a,5,1001,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,
a,5,1001,Lamium album,ZDensityHymenopteraTOTAL,
a,5,1001,Lathyrus sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
a,5,1001,Malva neglecta,ZDensityHymenopteraTOTAL,
a,5,1001,Medicago minima,ZDensityHymenopteraTOTAL,
a,5,1001,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,
a,5,1001,Mycelis muralis,ZDensityHymenopteraTOTAL,
a,5,1001,Myosotes sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Neottia ovata,ZDensityHymenopteraTOTAL,
a,5,1001,Odontites luteus,ZDensityHymenopteraTOTAL,
a,5,1001,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
a,5,1001,Ophrus apifera,ZDensityHymenopteraTOTAL,
a,5,1001,Ophrus insectifera,ZDensityHymenopteraTOTAL,
a,5,1001,Orchis mascula,ZDensityHymenopteraTOTAL,
a,5,1001,Origanum vulgare,ZDensityHymenopteraTOTAL,
a,5,1001,Pastinaca sativa,ZDensityHymenopteraTOTAL,
a,5,1001,Phyteuma orbiculare,ZDensityHymenopteraTOTAL,
a,5,1001,Plantago major,ZDensityHymenopteraTOTAL,
a,5,1001,Planthera bifolia,ZDensityHymenopteraTOTAL,
a,5,1001,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
a,5,1001,Primula veris,ZDensityHymenopteraTOTAL,
a,5,1001,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Reseda lutea,ZDensityHymenopteraTOTAL,
a,5,1001,Rhinanthus minor,ZDensityHymenopteraTOTAL,
a,5,1001,Rumex sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Sanguisorba minor,ZDensityHymenopteraTOTAL,
a,5,1001,Saponaria ocymoides?,ZDensityHymenopteraTOTAL,
a,5,1001,Senecio sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Silene dioica,ZDensityHymenopteraTOTAL,
a,5,1001,Silene nutans,ZDensityHymenopteraTOTAL,
a,5,1001,Sisymbrium officinale,ZDensityHymenopteraTOTAL,
a,5,1001,Solidago virgaurea,ZDensityHymenopteraTOTAL,
a,5,1001,Spiranthes spiralis,ZDensityHymenopteraTOTAL,
a,5,1001,Stachys recta,ZDensityHymenopteraTOTAL,
a,5,1001,Taraxacum sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Thesium sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Tragopodon pratensis,ZDensityHymenopteraTOTAL,
a,5,1001,Trifolium badium,ZDensityHymenopteraTOTAL,
a,5,1001,Trolleis europaeus,ZDensityHymenopteraTOTAL,
a,5,1001,Vaccinium vitis-idaea,ZDensityHymenopteraTOTAL,
a,5,1001,Valeriana,ZDensityHymenopteraTOTAL,
a,5,1001,Verbena officinalis,ZDensityHymenopteraTOTAL,
a,5,1001,Veronica officinalis,ZDensityHymenopteraTOTAL,
a,5,1001,Veronica sp#,ZDensityHymenopteraTOTAL,
a,5,1001,Veronica teucrium,ZDensityHymenopteraTOTAL,
a,5,1001,Viola sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Acinos alpinus,ZDensityHymenopteraTOTAL,
a,6,981.9,Aconitum anthora,ZDensityHymenopteraTOTAL,
a,6,981.9,Aconitum napellus,ZDensityHymenopteraTOTAL,
a,6,981.9,Aegopodium podagraria,ZDensityHymenopteraTOTAL,
a,6,981.9,Ajuga pyramidalis,ZDensityHymenopteraTOTAL,
a,6,981.9,Ajuga reptans,ZDensityHymenopteraTOTAL,
a,6,981.9,Alchemilla sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Anacamptis pyramidalis,ZDensityHymenopteraTOTAL,
a,6,981.9,Anemone narcissiflora,ZDensityHymenopteraTOTAL,
a,6,981.9,Anthyllis vulneraria,ZDensityHymenopteraTOTAL,
a,6,981.9,Apiaceae sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Arnica montana,ZDensityHymenopteraTOTAL,
a,6,981.9,Aster amellus,ZDensityHymenopteraTOTAL,
a,6,981.9,Aster bellidiastrum,ZDensityHymenopteraTOTAL,
a,6,981.9,Atroba belladonna,ZDensityHymenopteraTOTAL,
a,6,981.9,Bistorta vivipara,ZDensityHymenopteraTOTAL,
a,6,981.9,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,
a,6,981.9,Carduus defloratus,ZDensityHymenopteraTOTAL,
a,6,981.9,Carduus nutans,ZDensityHymenopteraTOTAL,
a,6,981.9,Carlina acaulis,ZDensityHymenopteraTOTAL,
a,6,981.9,Carum carvi,ZDensityHymenopteraTOTAL,
a,6,981.9,Centaurium sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Cephalanthera longifolia,ZDensityHymenopteraTOTAL,
a,6,981.9,Cerastium sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Chenopodium sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Cichorium intybus,ZDensityHymenopteraTOTAL,
a,6,981.9,Cirsium arvense,ZDensityHymenopteraTOTAL,
a,6,981.9,Coeglossum viride,ZDensityHymenopteraTOTAL,
a,6,981.9,Convolvulus arvensis,ZDensityHymenopteraTOTAL,
a,6,981.9,Conyza sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Crepis sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Crepis sp# 2,ZDensityHymenopteraTOTAL,
a,6,981.9,Crepis/Hieracium,ZDensityHymenopteraTOTAL,
a,6,981.9,Cuscuta europaeae,ZDensityHymenopteraTOTAL,
a,6,981.9,Dianthus sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Epilobium sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Euphorbia cyparissias,ZDensityHymenopteraTOTAL,
a,6,981.9,Fragaria sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Galium sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Gentiana sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Geranium pusillum,ZDensityHymenopteraTOTAL,
a,6,981.9,Geranium sanguineum?,ZDensityHymenopteraTOTAL,
a,6,981.9,Geranium sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Geranium sylvaticum,ZDensityHymenopteraTOTAL,
a,6,981.9,Globularia cardiflora,ZDensityHymenopteraTOTAL,
a,6,981.9,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,
a,6,981.9,Hippocrepis comosa,ZDensityHymenopteraTOTAL,
a,6,981.9,Lamium album,ZDensityHymenopteraTOTAL,
a,6,981.9,Lathyrus pratensis,ZDensityHymenopteraTOTAL,
a,6,981.9,Lathyrus sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Ligustrum vulgare,ZDensityHymenopteraTOTAL,
a,6,981.9,Lotus maritimus,ZDensityHymenopteraTOTAL,
a,6,981.9,Maianthemum bifolium,ZDensityHymenopteraTOTAL,
a,6,981.9,Malva neglecta,ZDensityHymenopteraTOTAL,
a,6,981.9,Medicago minima,ZDensityHymenopteraTOTAL,
a,6,981.9,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,
a,6,981.9,Mycelis muralis,ZDensityHymenopteraTOTAL,
a,6,981.9,Myosotes sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Neottia ovata,ZDensityHymenopteraTOTAL,
a,6,981.9,Onobrychis vicifolia,ZDensityHymenopteraTOTAL,
a,6,981.9,Ophrus apifera,ZDensityHymenopteraTOTAL,
a,6,981.9,Ophrus insectifera,ZDensityHymenopteraTOTAL,
a,6,981.9,Orchis mascula,ZDensityHymenopteraTOTAL,
a,6,981.9,Origanum vulgare,ZDensityHymenopteraTOTAL,
a,6,981.9,Parnassia palustris,ZDensityHymenopteraTOTAL,
a,6,981.9,Pastinaca sativa,ZDensityHymenopteraTOTAL,
a,6,981.9,Phyteuma orbiculare,ZDensityHymenopteraTOTAL,
a,6,981.9,Plantago major,ZDensityHymenopteraTOTAL,
a,6,981.9,Planthera bifolia,ZDensityHymenopteraTOTAL,
a,6,981.9,Platanthera chlorantha,ZDensityHymenopteraTOTAL,
a,6,981.9,Polygala alpestris,ZDensityHymenopteraTOTAL,
a,6,981.9,Polygala vulgaris,ZDensityHymenopteraTOTAL,
a,6,981.9,Primula veris,ZDensityHymenopteraTOTAL,
a,6,981.9,Pulsatilla sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Reseda lutea,ZDensityHymenopteraTOTAL,
a,6,981.9,Rhinanthus minor,ZDensityHymenopteraTOTAL,
a,6,981.9,Rumex sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Sambucus sp#,ZDensityHymenopteraTOTAL,
a,6,981.9,Sanguisorba minor,ZDensityHymenopteraTOTAL,
